2,64,selective,32308301312,31.90920662879944
2,256,selective,33268442624,31.857551336288452
2,1024,full,32765149696,30.36013889312744
1,4096,full,34557121024,31.552292346954346
1,8192,full,43033758208,31.09481716156006
