2,64,selective,5339.86181640625,32454990848,48597303296
2,64,selective,5316.7529296875,32454991360,48597303296
2,64,selective,5314.4033203125,32454991872,48597303296
2,64,selective,5440.53564453125,32454992384,48597303296
2,64,selective,5323.3974609375,32454992896,48597303296
2,64,selective,5315.5029296875,32454993408,48597303296
2,64,selective,5343.0185546875,32454993920,48597303296
2,64,selective,5326.1005859375,32454994432,48597303296
2,64,selective,5306.63720703125,32454994944,48597303296
2,64,selective,5350.36669921875,32454995456,48597303296
2,256,selective,5341.70654296875,32672773120,52758052864
2,256,selective,5327.30322265625,32672773632,52758052864
2,256,selective,5318.14404296875,32672774144,52758052864
2,256,selective,5336.5859375,32672774656,52758052864
2,256,selective,5320.98583984375,32672775168,52758052864
2,256,selective,5312.7890625,32672775680,52758052864
2,256,selective,5336.08544921875,32672776192,52758052864
2,256,selective,5335.74267578125,32672776704,52758052864
2,256,selective,5318.8291015625,32672777216,52758052864
2,256,selective,5336.2783203125,32672777728,52758052864
2,1024,full,5391.0595703125,32914487296,44455428096
2,1024,full,5379.06640625,32914487808,44455428096
2,1024,full,5351.6630859375,32914488320,44455428096
2,1024,full,5363.923828125,32914488832,44455428096
2,1024,full,5354.654296875,32914489344,44455428096
2,1024,full,5400.17041015625,32914489856,44455428096
2,1024,full,5514.65478515625,32914490368,44455428096
2,1024,full,5510.98583984375,32914490880,44455428096
2,1024,full,5376.02880859375,32914491392,44455428096
2,1024,full,5466.0517578125,32914491904,44455428096
1,4096,full,6007.11962890625,34692388864,47557115904
1,4096,full,5987.91796875,34692389376,47557115904
1,4096,full,5998.484375,34692389888,47557115904
1,4096,full,6002.556640625,34692390400,47557115904
1,4096,full,6158.07666015625,34692390912,47557115904
1,4096,full,5998.66455078125,34692391424,47557115904
1,4096,full,5996.41845703125,34692391936,47557115904
1,4096,full,6011.8125,34692392448,47557115904
1,4096,full,6012.412109375,34692392960,47557115904
1,4096,full,6179.55908203125,34692393472,47557115904
1,8192,full,10478.1728515625,43100869632,58634272768
1,8192,full,10505.802734375,43100870144,58634272768
1,8192,full,10506.521484375,43100870656,58634272768
1,8192,full,10465.9521484375,43100871168,58634272768
1,8192,full,10475.83984375,43100871680,58634272768
1,8192,full,10481.9658203125,43100872192,58634272768
1,8192,full,10516.57421875,43100872704,58634272768
1,8192,full,10497.73046875,43100873216,58634272768
1,8192,full,10585.017578125,43100873728,58634272768
1,8192,full,10453.6806640625,43100874240,58634272768
